weather,time_str,city,order_type,time_hour,time_segment,weather_type,recommended_dish
Windy,20:35,Urban,Meal,20,Dinner,Hot/Dry,Biryani
Cloudy,14:15,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Sandstorms,19:10,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Fog,22:20,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Cloudy,17:35,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Fog,0.416666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Windy,19:50,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Sandstorms,19:40,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Fog,21:55,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Cloudy,16:10,Metropolitian,Meal,16,Tea-Time,Cool/Rainy,Chaat
Windy,19:40,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Stormy,18:45,Metropolitian,Buffet,18,Tea-Time,Cool/Rainy,Biryani
Stormy,23:55,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sunny,12:55,Urban,Buffet,12,Lunch,Hot/Dry,Chaat
Stormy,0.708333333,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Fog,13:45,Metropolitian,Meal,13,Lunch,Cool/Rainy,North Indian
Windy,08:15,Urban,Buffet,8,Morning,Hot/Dry,Coffee
Cloudy,20:25,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Sunny,23:30,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Fog,20:30,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Windy,10:15,Metropolitian,Drinks,10,Morning,Hot/Dry,Coffee
Windy,23:45,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Stormy,19:20,Urban,Meal,19,Dinner,Cool/Rainy,Biryani
Windy,09:20,Metropolitian,Buffet,9,Morning,Hot/Dry,Coffee
Cloudy,0.875,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Sandstorms,08:25,Metropolitian,Buffet,8,Morning,Hot/Dry,North Indian
Cloudy,09:40,Metropolitian,Drinks,9,Morning,Cool/Rainy,North Indian
Sunny,19:10,Urban,Meal,19,Dinner,Hot/Dry,Biryani
Windy,10:10,Metropolitian,Buffet,10,Morning,Hot/Dry,Coffee
Cloudy,10:35,Metropolitian,Drinks,10,Morning,Cool/Rainy,North Indian
Sunny,20:25,Urban,Drinks,20,Dinner,Hot/Dry,Biryani
Sandstorms,18:50,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Sunny,23:20,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Windy,08:30,Metropolitian,Snack,8,Morning,Hot/Dry,Coffee
Stormy,20:35,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Sandstorms,15:20,Metropolitian,Drinks,15,Lunch,Hot/Dry,North Indian
Sandstorms,22:45,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Sunny,12:20,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Cloudy,21:30,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,18:35,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,17:15,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Fog,16:40,Metropolitian,Drinks,16,Tea-Time,Cool/Rainy,Chaat
Stormy,0.833333333,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Cloudy,22:35,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Cloudy,17:40,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Fog,19:20,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Sunny,19:55,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Sunny,14:10,Metropolitian,Snack,14,Lunch,Hot/Dry,Chaat
Stormy,18:20,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Biryani
Sunny,23:25,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Fog,17:25,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Windy,21:45,Urban,Drinks,21,Dinner,Hot/Dry,Biryani
Cloudy,17:25,Urban,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,17:40,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,21:30,,Drinks,21,Dinner,Hot/Dry,Biryani
Fog,20:50,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Cloudy,20:35,Semi-Urban,Buffet,20,Dinner,Cool/Rainy,Biryani
Sandstorms,0.875,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Stormy,0.75,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Sandstorms,0.458333333,Urban,Snack,12,Lunch,Hot/Dry,North Indian
Sunny,17:35,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Cloudy,22:20,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Sandstorms,09:15,Metropolitian,Drinks,9,Morning,Hot/Dry,North Indian
Sandstorms,17:40,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Fog,18:40,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Chaat
Windy,19:10,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Fog,22:10,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Cloudy,17:55,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Sunny,17:15,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,14:50,Metropolitian,Meal,14,Lunch,Hot/Dry,North Indian
Windy,18:25,Urban,Buffet,18,Tea-Time,Hot/Dry,Chaat
Cloudy,21:40,Semi-Urban,Snack,21,Dinner,Cool/Rainy,Biryani
Windy,18:25,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,0.916666667,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Stormy,18:30,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Biryani
Sunny,,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Sunny,19:40,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Fog,09:30,Urban,Meal,9,Morning,Cool/Rainy,Coffee
Stormy,21:15,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Cloudy,12:45,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Cloudy,19:55,Urban,Buffet,19,Dinner,Cool/Rainy,Biryani
Sunny,17:30,Urban,Snack,17,Tea-Time,Hot/Dry,Chaat
Cloudy,09:30,Metropolitian,Meal,9,Morning,Cool/Rainy,North Indian
Sandstorms,09:45,Urban,Drinks,9,Morning,Hot/Dry,North Indian
Cloudy,19:45,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Fog,21:20,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,12:15,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Sunny,21:10,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Sandstorms,13:10,Metropolitian,Meal,13,Lunch,Hot/Dry,North Indian
Stormy,19:40,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Cloudy,,Urban,Buffet,12,Lunch,Cool/Rainy,North Indian
Sunny,23:30,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Sandstorms,08:45,Metropolitian,Meal,8,Morning,Hot/Dry,North Indian
Stormy,19:10,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Stormy,19:25,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Cloudy,08:30,Urban,Meal,8,Morning,Cool/Rainy,North Indian
Sandstorms,21:25,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Sunny,09:20,Metropolitian,Drinks,9,Morning,Hot/Dry,North Indian
Sunny,10:40,Metropolitian,Meal,10,Morning,Hot/Dry,North Indian
Windy,18:40,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,0.833333333,Urban,Snack,12,Lunch,Hot/Dry,North Indian
Cloudy,10:20,Metropolitian,Buffet,10,Morning,Cool/Rainy,North Indian
Windy,11:40,Metropolitian,Drinks,11,Lunch,Hot/Dry,North Indian
Sunny,19:35,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Stormy,22:20,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Sunny,10:40,Metropolitian,Meal,10,Morning,Hot/Dry,North Indian
Sandstorms,17:20,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Cloudy,17:10,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Sunny,20:45,Urban,Snack,20,Dinner,Hot/Dry,Biryani
Fog,14:45,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Fog,0.791666667,Urban,Buffet,12,Lunch,Cool/Rainy,North Indian
Sandstorms,0.75,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Sandstorms,17:25,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,08:10,Metropolitian,Snack,8,Morning,Hot/Dry,North Indian
Windy,0.5,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Stormy,19:20,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Sunny,14:50,Metropolitian,Buffet,14,Lunch,Hot/Dry,Chaat
Sunny,18:15,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Windy,19:30,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Stormy,15:55,Metropolitian,Drinks,15,Lunch,Cool/Rainy,North Indian
Fog,21:55,Urban,Drinks,21,Dinner,Cool/Rainy,Biryani
Stormy,08:25,Metropolitian,Buffet,8,Morning,Cool/Rainy,North Indian
Sunny,11:15,Urban,Snack,11,Lunch,Hot/Dry,North Indian
Stormy,18:30,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Fog,17:50,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,0.875,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Fog,18:40,Urban,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Stormy,21:30,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Fog,17:40,Urban,Meal,17,Tea-Time,Cool/Rainy,Chaat
Fog,09:30,Metropolitian,Snack,9,Morning,Cool/Rainy,Coffee
Fog,22:45,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Sunny,17:30,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Stormy,16:10,Metropolitian,Drinks,16,Tea-Time,Cool/Rainy,Chaat
Windy,15:50,Metropolitian,Drinks,15,Lunch,Hot/Dry,North Indian
Cloudy,18:30,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Stormy,09:50,Metropolitian,Drinks,9,Morning,Cool/Rainy,North Indian
Windy,23:55,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Sandstorms,22:50,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Stormy,23:10,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Stormy,0.833333333,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Cloudy,14:45,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Cloudy,22:15,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sandstorms,0.375,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Stormy,18:10,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Biryani
Stormy,17:20,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Sunny,22:10,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Fog,22:30,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Stormy,11:30,Metropolitian,Buffet,11,Lunch,Cool/Rainy,North Indian
Fog,0.416666667,Urban,Drinks,12,Lunch,Cool/Rainy,North Indian
Sunny,21:40,Urban,Buffet,21,Dinner,Hot/Dry,Biryani
Fog,22:10,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Sunny,23:10,Urban,Drinks,23,Late-Night,Hot/Dry,Pizza
Sandstorms,20:55,Urban,Buffet,20,Dinner,Hot/Dry,Biryani
Sunny,19:30,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Cloudy,1,Metropolitian,Meal,1,Late-Night,Cool/Rainy,Pizza
Sunny,16:45,Urban,Snack,16,Tea-Time,Hot/Dry,Chaat
Windy,17:30,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,17:35,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sunny,,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Sandstorms,15:15,Urban,Drinks,15,Lunch,Hot/Dry,North Indian
Windy,21:20,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Fog,22:30,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Sandstorms,21:40,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Sandstorms,18:15,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Stormy,10:55,Metropolitian,Drinks,10,Morning,Cool/Rainy,North Indian
Stormy,,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Stormy,23:10,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Windy,13:50,Metropolitian,Meal,13,Lunch,Hot/Dry,North Indian
Sandstorms,18:35,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Stormy,17:40,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,19:25,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Fog,19:20,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Cloudy,17:55,Urban,Snack,17,Tea-Time,Cool/Rainy,Chaat
Fog,18:20,Urban,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Fog,,,Buffet,12,Lunch,Cool/Rainy,North Indian
Fog,22:35,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sunny,18:55,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Stormy,10:35,Urban,Snack,10,Morning,Cool/Rainy,North Indian
Sandstorms,11:40,Metropolitian,Buffet,11,Lunch,Hot/Dry,North Indian
Cloudy,23:10,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Sunny,17:15,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Windy,22:10,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Fog,14:35,Metropolitian,Buffet,14,Lunch,Cool/Rainy,North Indian
Sunny,18:50,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Windy,19:20,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Fog,20:25,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Windy,21:45,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Fog,21:40,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Fog,21:30,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Windy,20:55,Urban,Snack,20,Dinner,Hot/Dry,Biryani
Sunny,08:40,Urban,Meal,8,Morning,Hot/Dry,North Indian
Sandstorms,19:20,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Stormy,20:50,Urban,Meal,20,Dinner,Cool/Rainy,Biryani
Sunny,20:40,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Sandstorms,17:20,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Fog,21:15,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Sandstorms,20:45,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Windy,22:25,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Stormy,23:55,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,17:20,Urban,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sunny,18:15,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,20:55,Urban,Drinks,20,Dinner,Hot/Dry,Biryani
Sunny,20:55,Urban,Snack,20,Dinner,Hot/Dry,Biryani
Cloudy,0.833333333,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Sandstorms,21:55,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Windy,17:35,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Windy,08:15,Metropolitian,Buffet,8,Morning,Hot/Dry,Coffee
Cloudy,23:50,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Cloudy,23:20,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sunny,14:45,Metropolitian,Buffet,14,Lunch,Hot/Dry,Chaat
Sunny,20:10,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Cloudy,23:25,Urban,Buffet,23,Late-Night,Cool/Rainy,Pizza
Windy,0.916666667,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Cloudy,23:35,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sunny,21:35,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Stormy,23:35,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Stormy,23:15,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Fog,21:45,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Cloudy,20:15,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Stormy,22:55,Urban,Drinks,22,Dinner,Cool/Rainy,Biryani
Stormy,18:10,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Cloudy,17:35,Urban,Meal,17,Tea-Time,Cool/Rainy,Chaat
Stormy,21:20,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Stormy,09:30,Urban,Snack,9,Morning,Cool/Rainy,North Indian
Windy,18:45,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Sunny,0.916666667,Urban,Drinks,12,Lunch,Hot/Dry,Chaat
Fog,22:15,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Fog,23:20,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,19:30,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Sunny,17:30,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,23:45,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,21:35,Urban,Snack,21,Dinner,Cool/Rainy,Biryani
Windy,21:50,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Fog,22:30,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Fog,20:40,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Stormy,22:30,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Stormy,0.916666667,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Stormy,22:15,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Cloudy,08:30,Metropolitian,Drinks,8,Morning,Cool/Rainy,North Indian
Sunny,11:15,Metropolitian,Meal,11,Lunch,Hot/Dry,North Indian
Windy,22:35,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Sandstorms,18:30,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Cloudy,0.958333333,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Fog,0.75,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Sunny,19:45,Urban,Buffet,19,Dinner,Hot/Dry,Biryani
Sandstorms,22:50,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Cloudy,0.416666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Stormy,20:50,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Sunny,20:45,Urban,Snack,20,Dinner,Hot/Dry,Biryani
Cloudy,19:20,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Sandstorms,,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Windy,22:30,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Windy,21:10,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Fog,0.375,,Meal,12,Lunch,Cool/Rainy,North Indian
Stormy,10:30,Metropolitian,Drinks,10,Morning,Cool/Rainy,North Indian
Windy,22:30,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Stormy,14:40,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Cloudy,18:10,Urban,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Sunny,23:30,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Fog,18:55,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Stormy,16:30,Metropolitian,Meal,16,Tea-Time,Cool/Rainy,Chaat
Stormy,20:45,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Windy,21:45,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Cloudy,19:30,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Sunny,0.958333333,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Sandstorms,14:35,Urban,Drinks,14,Lunch,Hot/Dry,North Indian
Sandstorms,18:45,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Sunny,20:40,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Stormy,22:40,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Sandstorms,09:50,Metropolitian,Drinks,9,Morning,Hot/Dry,North Indian
Sandstorms,18:10,Urban,Meal,18,Tea-Time,Hot/Dry,Chaat
Sunny,19:40,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Sandstorms,15:15,Urban,Meal,15,Lunch,Hot/Dry,North Indian
Windy,22:25,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Cloudy,18:35,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Biryani
Sandstorms,0.708333333,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Sunny,17:15,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Windy,19:55,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Cloudy,14:15,Metropolitian,Snack,14,Lunch,Cool/Rainy,North Indian
Stormy,21:20,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Stormy,10:25,Metropolitian,Meal,10,Morning,Cool/Rainy,North Indian
Sunny,11:15,Urban,Buffet,11,Lunch,Hot/Dry,North Indian
Sunny,11:55,Metropolitian,Meal,11,Lunch,Hot/Dry,North Indian
Sunny,11:40,Metropolitian,Buffet,11,Lunch,Hot/Dry,North Indian
Fog,20:30,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Fog,19:15,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Sandstorms,23:40,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,19:10,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Windy,22:15,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Sandstorms,21:25,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Sunny,18:45,Urban,Drinks,18,Tea-Time,Hot/Dry,Chaat
Stormy,18:25,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Biryani
Stormy,23:50,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Cloudy,18:55,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Sunny,10:40,Urban,Snack,10,Morning,Hot/Dry,North Indian
Sunny,23:55,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Sunny,19:40,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Cloudy,22:50,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Fog,17:45,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,20:10,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Stormy,20:45,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Fog,11:45,Metropolitian,Buffet,11,Lunch,Cool/Rainy,North Indian
Cloudy,23:55,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Stormy,0.416666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Stormy,21:35,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Sandstorms,17:55,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Cloudy,18:10,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Biryani
Sunny,08:10,Urban,Drinks,8,Morning,Hot/Dry,North Indian
Fog,14:20,Metropolitian,Snack,14,Lunch,Cool/Rainy,North Indian
Sunny,23:30,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Stormy,21:20,Semi-Urban,Meal,21,Dinner,Cool/Rainy,Biryani
Cloudy,20:50,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Sunny,23:50,Urban,Drinks,23,Late-Night,Hot/Dry,Pizza
Sandstorms,,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Sunny,21:30,Urban,Meal,21,Dinner,Hot/Dry,Biryani
Sandstorms,0.416666667,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Stormy,,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Windy,0.875,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Sandstorms,19:55,Urban,Buffet,19,Dinner,Hot/Dry,Biryani
Sandstorms,22:15,Urban,Meal,22,Dinner,Hot/Dry,Biryani
Stormy,11:35,Urban,Drinks,11,Lunch,Cool/Rainy,North Indian
Sunny,17:35,Urban,Snack,17,Tea-Time,Hot/Dry,Chaat
Cloudy,0.833333333,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Sunny,23:35,Urban,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,23:15,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Stormy,17:25,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Fog,10:10,Metropolitian,Drinks,10,Morning,Cool/Rainy,Coffee
Cloudy,20:55,Urban,Drinks,20,Dinner,Cool/Rainy,Biryani
Stormy,21:35,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Sandstorms,14:25,Metropolitian,Snack,14,Lunch,Hot/Dry,North Indian
Sandstorms,0.75,Urban,Meal,12,Lunch,Hot/Dry,North Indian
Fog,19:40,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Windy,22:45,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Sunny,,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Windy,12:40,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Fog,13:50,Metropolitian,Drinks,13,Lunch,Cool/Rainy,North Indian
Windy,23:35,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Stormy,15:20,Metropolitian,Meal,15,Lunch,Cool/Rainy,North Indian
Sandstorms,22:55,Urban,Drinks,22,Dinner,Hot/Dry,Biryani
Cloudy,09:45,Metropolitian,Drinks,9,Morning,Cool/Rainy,North Indian
